cuda
tensor(0.3301, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5752, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4444, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1969, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0308, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0033, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 58 ends after 120 steps.
tensor(1.2105, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.9575, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8248, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7396, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5976, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5355, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2478, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1200, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 59 ends after 83 steps.
tensor(0.9757, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7908, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7326, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6504, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5596, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4325, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1466, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0400, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0013, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 60 ends after 129 steps.
tensor(0.7176, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.9177, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8712, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6384, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6427, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4384, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2036, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0176, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 61 ends after 91 steps.
tensor(0.4221, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5135, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5044, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4330, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4687, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4039, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2681, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0603, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0020, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 62 ends after 101 steps.
tensor(0.4383, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.9369, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8473, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7280, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7084, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5275, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3612, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1315, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0099, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 63 ends after 120 steps.
tensor(1.1308, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.9444, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.9102, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7633, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7234, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5578, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4282, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1709, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0400, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0048, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 64 ends after 76 steps.
tensor(0.8884, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(1.0479, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.9460, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7599, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7674, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5573, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4714, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2127, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0354, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0036, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 65 ends after 96 steps.
tensor(1.0874, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8683, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8301, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7001, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5975, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5228, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2850, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0620, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0021, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 66 ends after 132 steps.
tensor(0.1765, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6488, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4212, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5116, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3785, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3883, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2990, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1038, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0071, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 67 ends after 104 steps.
tensor(0.9169, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6478, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5420, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4897, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4411, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3905, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2294, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0676, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0049, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 68 ends after 103 steps.
tensor(1.1122, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8103, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8290, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6824, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5869, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4386, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1660, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 69 ends after 102 steps.
tensor(1.0339, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8128, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7406, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6330, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5435, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3475, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1652, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 70 ends after 107 steps.
tensor(0.9062, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8395, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7437, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6537, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4911, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3263, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1159, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0102, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 71 ends after 128 steps.
tensor(1.0229, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8312, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7896, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5898, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5169, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2614, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0467, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 72 ends after 91 steps.
tensor(0.8751, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7759, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7069, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5566, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4261, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1936, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0163, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 73 ends after 133 steps.
tensor(0.8487, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7453, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6318, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5063, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3528, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0880, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0034, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 74 ends after 121 steps.
tensor(0.5036, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8732, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6402, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4500, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0777, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0664, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0121, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 75 ends after 97 steps.
tensor(0.8357, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6605, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5644, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4186, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1450, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0253, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0047, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 76 ends after 136 steps.
tensor(0.8295, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6595, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5742, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4161, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1259, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0093, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 77 ends after 119 steps.
tensor(0.2284, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1520, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6510, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4671, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2131, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0166, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 78 ends after 122 steps.
tensor(0.4410, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.8332, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7300, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5449, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3546, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0996, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0221, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0038, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 79 ends after 63 steps.
tensor(0.8818, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7434, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6393, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4790, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2320, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0553, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0048, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 80 ends after 73 steps.
tensor(0.3341, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7588, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6479, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4712, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1929, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0236, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0025, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 81 ends after 105 steps.
tensor(0.1447, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4548, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4281, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4186, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2448, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0568, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0045, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 82 ends after 105 steps.
tensor(0.6012, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5493, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4934, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4238, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2770, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0642, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0086, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 83 ends after 124 steps.
tensor(0.7169, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5062, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4704, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4208, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2926, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0952, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0315, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0036, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 84 ends after 70 steps.
tensor(0.8514, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7028, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5710, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4739, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2111, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0274, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 85 ends after 126 steps.
tensor(0.8603, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7458, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6160, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5102, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2897, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0647, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0283, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0100, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 86 ends after 96 steps.
tensor(0.7558, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5114, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4124, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3133, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1253, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0550, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 87 ends after 120 steps.
tensor(0.8354, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6591, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5633, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3845, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0883, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0072, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 88 ends after 101 steps.
tensor(0.5751, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4839, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4444, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3249, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1434, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0261, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0019, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 89 ends after 86 steps.
tensor(0.6893, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6158, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4920, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2422, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0466, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0209, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0060, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 90 ends after 112 steps.
tensor(0.8147, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6671, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5578, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4027, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1012, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0379, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0022, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 91 ends after 115 steps.
tensor(0.6087, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4496, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4589, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3549, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1576, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0304, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0072, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 92 ends after 74 steps.
tensor(0.2183, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7844, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6048, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4792, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2506, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0471, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0023, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 93 ends after 116 steps.
tensor(0.8148, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7126, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6071, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4467, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1662, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0242, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0020, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 94 ends after 89 steps.
tensor(0.9252, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7234, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5243, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2566, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0614, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0124, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 95 ends after 120 steps.
tensor(0.9124, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7303, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6554, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4863, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1857, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0671, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0027, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 96 ends after 81 steps.
tensor(0.6772, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6798, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5021, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2629, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0361, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0036, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 97 ends after 101 steps.
tensor(0.6354, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7172, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5656, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3720, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0921, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0039, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 98 ends after 149 steps.
tensor(0.8668, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7012, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6042, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4347, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1799, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0277, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0024, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 99 ends after 79 steps.
tensor(0.5319, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4594, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4628, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3683, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1669, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0259, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0100, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 100 ends after 110 steps.
tensor(0.6965, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4519, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5178, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2819, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0508, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0187, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0042, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 101 ends after 117 steps.
tensor(0.2534, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4541, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4158, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3485, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0968, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0165, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0053, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 102 ends after 72 steps.
tensor(0.8561, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6452, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.5011, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2423, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0395, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0091, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 103 ends after 104 steps.
tensor(1.0011, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6866, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6828, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4799, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.2125, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0412, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0192, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0034, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 104 ends after 69 steps.
tensor(0.4769, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7095, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6326, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4414, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1370, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0226, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0126, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0089, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0010, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 105 ends after 92 steps.
tensor(0.8257, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6984, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4725, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.3022, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.1757, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.0025, device='cuda:0', grad_fn=<HuberLossBackward0>)
Iter 106 ends after 82 steps.
tensor(0.8595, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.7402, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.6544, device='cuda:0', grad_fn=<HuberLossBackward0>)
tensor(0.4577, device='cuda:0', grad_fn=<HuberLossBackward0>)
